review,rating,label_kamus,label_rating,final_label
"heran... aplikasi byond sy bs nya hilang dr aplikasi, trus tibanya buka playstore, eh nongol disana, jd klu mau buka imbanking masa hrs dr playstore, di masukan ke menu gak bs lg... bikin repot aja...",2,negatif,negatif,negatif
"apaan ini apk gak bisa di buka,harus nya admin nya kasi tau dong kalo ada update/apapun dari apk jadi org bisa tau",1,,negatif,negatif
gk bisa tf ke ke dana apk taik mending apk yang lama,1,,negatif,negatif
sering error gak bisa dibuka dan kadang keluar sendiri,1,negatif,negatif,negatif
"tidak ada nominal saldo, setelah penarikan dan penambahan saldo. harus liat di tampilan awal,, jd ribet.. harusnya bgtu customer tarik tunai, nominal sisa saldonya ada di bawahnya...",3,negatif,negatif,negatif
ok,5,,positif,positif
"setiap transaksi online pake kartu debit visa platinum tdk bisa , akhirnya dikirim dulu ke bank lain yg debitnya bisa trx online , jadi males nyimpen dana di BSI",2,,negatif,negatif
susah dimengerti pendaftarannya,1,,negatif,negatif
Mau buka rekening sudah beberapa kali selalu gagal server erorr. mohon solusinya.,4,,positif,positif
"transaksi nyaa di gantung, sudah 2 hari masih diproses proses, kalau gagal ya gagal aja tidak bagus",1,positif,negatif,positif
"gimana nih,habis update terbaru nih malah ngebug kedip-kedip GK bisa masuk",1,,negatif,negatif
aplikasi payaahhhh tidak recomend 👎👎👎👎👎,1,,negatif,negatif
cukup ☆ 1,1,,negatif,negatif
ganti ke sini kebanyakan pemeliharaan ga bs buat transaksi,1,,negatif,negatif
memudahkan segala transaksi,5,,positif,positif
Di tampilan uang masuk ga tertera nama pengirim kayak sebelumnya. jadi bikin bingung misal pengirim gak konfirmasi bukti transfer.,1,,negatif,negatif
baik' dan lancar,5,positif,positif,positif
"tolong pertimbangkan untuk menyajikan menu Islami di halaman awal aplikasi, tanpa harus login dulu supaya mudah diakses untuk mengetahui tanggal hijriah, pengingat puasa ayyamul bidh.",3,positif,negatif,positif
"Setiap mau transaksi selalu "" Close overlapping popups""",1,,negatif,negatif
"Aplikasi Byond by BSI hari ini tidak dapat diakses meski berkali-kali saya merestart hp. Seharusnya BSI lebih profesional. Masa sekelas BSI, aplikasinya bermasalah seperti ini meski sudah diupdate.",1,,negatif,negatif
"Capek banget dah pake nih aplikasi, transaksi stuck ""sedang diproses"" namun ditunggu-tunggupun tetep nggak selesai + uang tidak kunjung kembali, udah gitu percuma ngajuin laporan. Kecewa saya pake apk ini.",1,negatif,negatif,negatif
"tolong untuk notifikasi azan, supaya ada menu nonaktif karna, bukan azan tdk bagus, kita punya bnyak masjid berkumandang, dan kadang2 hp brada di tmpat yg tdk tepat untuk azan. azan ttp ada tapi menu untuk notifikasi tolong supaya bisa dinonaktifkan.",5,positif,positif,positif
assalamu'alaikum kenapa kalo saya mo nransfer orang pasti selalu ada kendala nya tolong dibantu memperbaiki lagi apk nya,3,,negatif,negatif
"Setiap mau buka app untuk log in lama banget. Mau scan QRIS pake BYOND jadi males karena lama, jadinya pakai debit mulu. Coba tolong diperbaiki lagi deh itu bug-nya.",3,negatif,negatif,negatif
"bank sering error ngga jelas, errornya setiap saat tolong dong BSI diperhatikan lagi, kurang kompeten soal masalah perbaikan bank, error sampe ATM saya tertelan sudah sangat keterlaluan, kalo ATM error masa aplikasi juga ikut error, mohon lebih kooperatif lagi dalam perbaikan bank",1,negatif,negatif,negatif
kak kalau misalnya dah punya rekening terus mau aktivasi ni tapi gak bisa Nerima kode verifikasi soalnya udah ganti nomer gimana dong?,4,,positif,positif
"tarik uang di ATM bsi bulan Februari 2025 saldonya berkurang uangnya tidak keluar. Buat laporan di bank nya katanya tunggu 4-14 hari masa kerja eh uangnya belum kembali, buat lagi laporan kedua katanyaa nanti di hubungi sampai sekarang uangnya tidak kembali dan belum pernah di hubungi",1,,negatif,negatif
"Perbaiki aplikasinya dong. Loading lama,,, Masa ga bisa buka kalau opsi pengembang aktif. hadahhh.",2,,negatif,negatif
"akun saya ke blokir mulu padahal pin dan password sesuai dengan yang saya buat malahan saya catat namun tetap terblokir gara"" salah password dan pin",1,,negatif,negatif
"apk sering gangguan, gabisa dibuka",1,negatif,negatif,negatif
"proses pendaftaran via aplikasi susah buanget udah saya coba ulang ulang masukan data sesuai KTP tetep aja gak mau, system nya yang salah baca KTP saya, MOHON DI PERMUDAH.",3,,negatif,negatif
"maaf saya kasih bintang tiga, karena selalu close overlapping poppus, padahal sudah fi setting, tapi masih aja kek gitu",3,,negatif,negatif
over lapping pop ups trs jd gk bs buka apk nya ribet bngt,1,negatif,negatif,negatif
Sering Close Overlapping popups caranya bagaimana??,3,,negatif,negatif
sangat membatu,4,,positif,positif
"kenapa ya byond sering nge bug gtu, bru di buka lngsung terlog out, ditanya CS nya nnti tunggu lgi bbrp saat, yaa tetap ajaa mau gk mau harus Unistal trus instal lagi, RIBETTTTT BANGEEETTTT yaa harus isi2 data lagi, sayaa loee bukan org yg sabar2 bnget, gk usah maksain aplikasi baru tp gk maksimal fungsi nya yg ada NGEREPOTI NASABAH, mending apk BSI yg dulu.... klo kepepet lg pen transaksi tu loee bkin @#$@_@&@-@",1,negatif,negatif,negatif
"sering eror, loading lama, transaksi ke e-Wallet seperti Dana tidak bisa!",1,negatif,negatif,negatif
sering keluar sendiri kalo malam,1,,negatif,negatif
"kenapa saya tidak bisa tranfer ke bank lain.. transaksi gagal terus, padahal bagusan apk yang dulu.. lebih lengkap lebih gampang.. di coba setiap hari gagal terus..",1,negatif,negatif,negatif
"banyak fungsi yang tidak bekerja, dulu bisa top up e-walet SEKARANG kaga bisa, jadi sulit juga mau top up e-walet, sering eror juga, tolong lah perbaiki lagi, atau ngk kembalikan jadi BSI dulu lagi byond ngk jelassss",1,negatif,negatif,negatif
sangat membantu,5,positif,positif,positif
maintenance kok tiap malam. bikin susah transaksi aja.,1,,negatif,negatif
"kamera saya burem nggak kebaca, tapi di dana masih kebaca padahal",1,,negatif,negatif
"emang harus banget ya nunjukin kode pembayaran pake view saldo, kan bisa pake nomer rekening yang samarkan sebagian, males banget pake aplikasi ini",2,,negatif,negatif
kalo ga niat bikin apk jangan bikin woi!! susah amat masuknya !!!! lebih enak apk lama yang ga pake nama BYOND !!!,1,,negatif,negatif
"kenapa buka aplikasi ini dianggap bug ya di hp, apakah ada update aplikasi ya, tolong infonya dong",3,negatif,negatif,negatif
lebih sering ga bisa di gunakan... apalagi saat genting butuh bayar bayar sesuatu jd terhambat... ga bs diandalkan sepenuhnya harus punya bank lain kl ga repot,2,,negatif,negatif
Busuk banget ni apk. Errorrr melulu.,1,,negatif,negatif
aplikasi senget. makin pindah ke byon makin gak beres. lemot. sering gak bisa di bukak. kapan sih beyond bisa perbaiki sistem yg super lelet ini.,1,negatif,negatif,negatif
"ayolah aplikasi sering eror mulu , lagu butuh malah eror",1,,negatif,negatif
Baik juga untuk pencegahan pusing krna aplikasi sangat selektif,5,positif,positif,positif
"sering gangguan , lemot",1,negatif,negatif,negatif
saat akan melakukan pembayaran shoope kode pembayaran tidak bisa masuk karena kurang digit.spasinya sudah habis,2,negatif,negatif,negatif
data verifikasi gagal terus petugas bsi aja tidak sanggup haduuh,2,,negatif,negatif
"uang saya gak keluar, saya diblok call center",1,,negatif,negatif
"Apakah ini hanya pengalaman di HP saya, Sering kali saat mau buka aplikasi lamanya minta Ampun...sampai gak jadi deh pakai Byon, padahal BSI mobile yg lama gak lelet kaya gini. Terkadang bisa juga cepat bukanya, tapi lebih sering lama, bahakan sampai gak kebuka-buka. padahal aplikasi lain LANCAR SEMUA. Tolong BYON segera diperbaiki aplikasinya, kalau gini terus kemukinan saya berhenti nabung di BSI.",1,positif,negatif,positif
"terjadi gangguan sinyal saat transaksi sehingga dana yang akan dikeluarkan belum masuk ke e-wallet, tetapi sudah mengurangi saldo. lalu tidak bisa mengajukan masalah di apk. tolong dibenarkan",1,negatif,negatif,negatif
tolong aplikasinya lemot sekali,3,negatif,negatif,negatif
Assalamu'alaikum apakah bisa ditambahkan fitur biometrik selain sidik jari atau alternatif lainnya. karena saya tidak bisa login sejak fingerprint HP saya bermasalah. terima kasih,3,negatif,negatif,negatif
"transaksi saya gak masuk masuk ke ovo, dah lebih setengah harii, dan tidak bisa dilaporkan transaksi, sudah gilaa nya aplikasi byond bermasalah terus, kalian niat gak sih buat aplikasi inii, tiap hari perbaikan aplikasi, ituu uang terakhir saya bulan ini loo, syariah tapi apa yang syariah. saya mohon segera di proses",1,negatif,negatif,negatif
"pasword udah bener disuruh buat ulang padahal baru saya ganti, enakan yang lama.",1,,negatif,negatif
tidak bisa di luar negri kecewa sekali padahal kapai BSI mobile sangat bagus,2,positif,negatif,positif
"Harus mematikan opsi developer, sedangkan aplikasi pekerjaan saya harus mengaktifkan opsi developer.",1,,negatif,negatif
Aplikasi BSI Terburuk .. Bukannya semakin baik ada aplikasi baru tapi malah jadi semakin aneh dan bekerja tidak optimal,1,positif,negatif,positif
Kebanyakan Pengaturan,2,,negatif,negatif
katanya gak ad adm nyatanya asal transfer selalu kepotong bagusan bsi mobile drpd beyond,1,,negatif,negatif
sering bug apk ini,1,negatif,negatif,negatif
masih banyak Bug tolong di perbaiki biar nggak dikit dikit hapus data 🙏,2,negatif,negatif,negatif
aplikasi bangai,1,,negatif,negatif
"bukannya makin bagus malah makin sering eror woi gw butuh duit, gw butuh transaksi woii eror mulu",1,positif,negatif,positif
"topup e-walletnya jangn cuma link aja sma ovo, di tambahkan DANA juga, krna lbh nyaman ke DANA kalau topup",1,positif,negatif,positif
terlalu sering gangguan,1,negatif,negatif,negatif
keseringan gak bisa dibuka,3,,negatif,negatif
sebentar bentar bermasalah..2025 masih banyak error.. Benar benar tidak kompenten BYOND MOBILE ampaassssss,1,negatif,negatif,negatif
ga bisa input npwp untuk update informasi pribadi,4,,positif,positif
"baru pakai 2 hari rsanya sngat tidak nyaman...gk bisa buat scren shot..pdhal yang namny SS itu kan sangat dbtuhkan, suatu saat buat dkrim sbgai bukti..mlah gk bisa..maaff trpksa kasih bintang 1",1,positif,negatif,positif
error melulu,1,negatif,negatif,negatif
aplikasi nggk jelas...error mulu. Topup e-wallet aja uang nyangkut. bener² ga jelas...,1,negatif,negatif,negatif
"aplikasi byond sdh kren, cuma mesin atm nya sering eror dan jumlahnya sdkitb",5,,positif,positif
"Tampilan Aplikasi sudah cukup bagus, tapi untuk tampilan berandanya bisa lebih simpel, menu va harusnya langsung ada di menu awal jadi bisa langsung cepat, tampilan saldo kalau bisa agak diperkecil",3,positif,negatif,positif
"assalamualaikum ini saya udah ngajuin perubahan data seperti nomor hp yg hangus ke nomor baru tapi sudah 1 Ahad masih blm bisa aktifasi,terima kasih",2,,negatif,negatif
"sumpah, ini buruk banget sih. mau TF duit selalu ga bisa masuk. harus sampai matiin data sama ponsel dulu itu pun kadang berhasil kadang engga. aku harus download BSI mobilr dulu baru buka BSI mobile baru bisa aplikasinya.",2,negatif,negatif,negatif
"apk bank apaan ini buat login aja susah, banyak bug nya pula",1,negatif,negatif,negatif
apk gajelas sering gangguan,1,negatif,negatif,negatif
saya ngirim uang ke dana kok masih blm masuk ya,1,,negatif,negatif
"berkali-kali nyoba login jawabannya ""Data Kartu Anda salah!"" padahal udah benar inputnya sesuai nomer yang dikartu. dan disuruh ke kcp terdekat. males banget. balikin aja ke aplikasi mobile banking bsi yang dulu.",1,,negatif,negatif
Mobile banking gagal verifikasi wajah. tolong diperbaiki,2,,negatif,negatif
tidak bisa aktivasi,1,negatif,negatif,negatif
"aplikasi nya sering kali gk bisa di buka padahal jaringan bagus. kadang"" ada perlu malah gk bisa di buka aplikasi nya",1,positif,negatif,positif
"buka aplikasi lama banget, mending BSI lama aja balikin dari pada ini",1,,negatif,negatif
"notifnya mengganggu soalnya promo2 gk relevan, tp sialnya harus aktifkan notif buat buka appnya😁🤣 keren banget aplikasinya😍",2,positif,negatif,positif
"setiap mau log in selalu muncul overlapping popups, kesal",3,,negatif,negatif
"Porto Polio Nya Kurang Lengkap, Tidak ada nama pemilik rekening, hanya nomor rekening dan saldo, tidak seperti app BSI mobile nya, e wallet juga baru 2, bahasanya juga campur eng-idn dan yang terakhir STRUK nya kepanjangan 🙏🙏🙏",5,,positif,positif
Aplikasi Byond sangat luar biasa memudahkan nasabah dalam transaksi apapun dan di manapun. Semua Fitur lengkap ada. terima kasih Byond By BSI,5,,positif,positif
terlalu banyak eror dalam aplikasi banyak keterangan tidak jelas bahkan saat menghubungi cs pun sangat membingungkan keterangan nya,1,,negatif,negatif
"pas di ganti byon, ga bisa virtual. virtual byon tolong di perbaiki. tmks bsi",4,,positif,positif
"aplikasinya buruk, gak bisa di pakai beda dengan aplikasi yang dulu lebih bisa di mengerti, tapi pas pakai aplikasi yang sekarang fiturnya bikin binggung semua udah nonton tutorial pun masih gak bisa kalau udah salah pasti langsung ke blokir mau gak mau harus hapus dan download lagi, itu pun masih nunggu proses bikin lama kalau enggak pasti langsung ke kantor cabang hadeh mana jauh lagi kantornya",1,negatif,negatif,negatif
ok,5,,positif,positif
"aplikasi belum jadi udah dipaksakan buat dipake, hadeh, mending bsi mobile aja dibagusin, ketimbang buat aplikasi lagi tapi aplikasi jelek, sulit tf, sulit bayar bayar, kalo ada bintang mines, gw kasih dah bintang mines",1,negatif,negatif,negatif
Terimakasih sudah memudahkan... kalau bisa di screenshot lagi kayak dulu lebih enak,5,,positif,positif
bagus,5,positif,positif,positif
"Lokasi harus aktif setiap mau login fungsinya biar apa? Notifikasi juga harus aktif, sangat mengganggu. Tidak semua orang butuh notifikasi dari aplikasi ini. Untuk device yg lokasi nya tidak pernah di aktifkan, aplikasi ini sangat buruk !",1,negatif,negatif,negatif
"Kenapa ini waktu daftar byond gak bisa sudah tahap akhir dan memasukan pin tapj melah terjadi kendal anda belum bisa mengakses ini... ,",2,,negatif,negatif
tidak bisa masuk. . hanya splash scren saja...,1,negatif,negatif,negatif
"aplikasi bodoh yang pernah saya dapatkan,.lagi mau kirim uang exit sendiri aplikasi nya",1,,negatif,negatif
"banyak bug, bayar Shopeepay aja susah banget, halaman tidak bisa dimuat. apaan sih? udah gitu cs nya lemot",1,negatif,negatif,negatif
oke,5,,positif,positif
bagus...,4,positif,positif,positif
ok,5,,positif,positif
GA JELAS PARAH,1,negatif,negatif,negatif
"BAGUS, bagi saya sebagai pengguna tidak ada masalah dengan aplikasi yang baru ini. Tampilan lebih keren dan mudah dipahami. Terimakasih BSI selalu berikan kemudahan.",5,positif,positif,positif
"Aplikasi ini gk enak. masih lebih enak yng sebelum ini, jelek bgtt, hampir setiap mau d pkek hrus gnti pasword & sandi krna selalu salah. pdahal udah d ingat & d tulis baik"" tpi ttp selalu salah dan berakhir terblokir. jdi hrus ngurus terus k kntor cabang. jelek bgtt aplikasi yng ini. msih lbih enak yng BSI mobile 🙃😌😑",1,positif,negatif,positif
"Tidak bisa bikin rekening baru lewat aplikasi ini,padahal dari kantor bsi disuruh bikin online dulu,tapi selalu salah saat mengisi data diri tidak sesuai ktp,sudah bolak balik saya cek ga ada yang salah saat penulisan data diri saya sangat mengecewakan",1,negatif,negatif,negatif
aplikasi sering tidak bisa loading tolong di perbaiki apa masalahnya.,4,negatif,positif,negatif
lelet 👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1,,negatif,negatif
"D daftar mutasi transaksi tidak ad waktu transaksi. Sehingga jika ada 8 transaksi dgn nominal yg sama, maka akn sgt sulit utk mendeteksi mana yg sudah dicek mana yg belum. tolong diperbaiki segera. tapi di aplikasi BSI sebelumnya tersedia. kalau untuk melihat waktu transaksi harus nyetak rek koran itu menghabiskan waktu, energi. bukannya aplikasi diganti untuk mempermudah?",1,negatif,negatif,negatif
"saya sudah daftar no ATM sama nik KTP tp keterangannya tidak sesuai,,,, bagaimana ini",1,,negatif,negatif
"Fiturnya sangat lengkap, memudahkan nasabah, dan keren banget",5,positif,positif,positif
"mau tranfer ke sea bank erorr"" terus.. ini aplikasi bisa digunakan tidak sebenarnya.. makin kesini kok makin parah erorr"" terus",1,negatif,negatif,negatif
"gak bisa masuk dalam aplikasi byond nyaa,kalo nyoba masuk ada bacaan tutup aplikasi",1,,negatif,negatif
"Lemot bgt, bagusan app sebelumnya. Buka aplikasi nunggu loading hampir setengah jam, trs g bisa buat top up. pokok fiturnya kurang",1,negatif,negatif,negatif
thanks sangat membantu,5,positif,positif,positif
besok fix gak oake tapi2an tutup rekening BSI dikiranya bank syariah cuma BSI aja,1,,negatif,negatif
tampilan keren dan mudah digunakan,5,positif,positif,positif
byond syariah aman dan mudah d akses,5,positif,positif,positif
"Aplikasinya lama banget buat terbuka dan melakukan transaksi. Saya juga ada ganti akun, tapi akun baru saya belum bisa terpakai. Padahal saldonya ada",3,,negatif,negatif
"umumnya tombol login itu dibawahnya username persis, ini malah reset password.. kadang suka typo mencet tombol reset kalo mau login..",3,positif,negatif,positif
di hp teck no spack go 1 kenapa enggak bisa terbuka apk nya sih,2,,negatif,negatif
"Verifikasi wajah susahnya setengah mati, pakpol aja verifikasi dari jarak 50m? Online banking cuma mimpi?",1,,negatif,negatif
gabisa dibuka buka parah sekali,1,negatif,negatif,negatif
masuknya kok lama kalii. bolak-balik jadinyaa,5,,positif,positif
sering gangguan.gak bisa kebuka,3,negatif,negatif,negatif
gak guna. mau login ulang susahh,1,,negatif,negatif
"sangat2 kecewa. saat di butuhkan kan gak bisa login, apa yg mau di ketik karena gak ada tulisan login.",1,negatif,negatif,negatif
tolong di perbaiki untuk info transaksi masa iya tidak ada keterangan soal data transferan masuk,1,,negatif,negatif
"ga BSI mobile, ga BYOND sama aja sering error LOADING lama...aplikasi udh keluar lama padahal tapi masih aja ga beres, niat buat aplikasi ga sih?",1,negatif,negatif,negatif
bsi amanah,5,,positif,positif
apk nya nge bug terus,3,negatif,negatif,negatif
"hadehh ini gimana mau sampai kapan apk bisa digunain lagi, gabisa narik loh iki gada duit pegangan",4,,positif,positif
"Aplikasi kurang modern , tidak bisa tampilkan nama , no rek , jam jika dapat transfer dari Bank Lain... kalah dan kemunduran jika dibanding dengan app mobile banking yg lain. Aplikasi kurang fleksibel kalau untuk terima transfer dr bank lain. Nama pengirim dan no. rek nggak ada... IT nya masih perlu belajar banyak BSI.. jamandigital makin mundur saja",2,negatif,negatif,negatif
Nyebelin tiap mau login musti nyalain lokasi.. 🫥,2,,negatif,negatif
Susah login BYOND BSI Padahal data sesuai yang di isi tpi tetap aja susah login nya,1,,negatif,negatif
ga bisa kebuka,1,,negatif,negatif
"tolong dong kak opsi pembayaran wifi dan listriknya lebih di lengkapi lagi, waktu masih mobile banking saya bisa bayar tapi pas pindah ke byond malah tidak terdaftar. yg menu telkompay nya tidak terdaftar terus nomor pembayaran saya. mending aplikasi yg dulu tetap di aktifkan saja deh biar ada 2 opsi kalau gak bisa yang ini.",1,,negatif,negatif
aplikasi rusak buka apl nya aja lama amat,1,,negatif,negatif
error meluluuuu,1,negatif,negatif,negatif
"kacauuu, gangguan terus anehhh",1,negatif,negatif,negatif
gk bisa aktivasi padahal data2 udah benar. tp keterangan data salah. gimana donk,1,,negatif,negatif
"lebih suka pake BSI mobile, karna ada fitur e-commerce, di byond ga ada fitur itu, jadi kalo mau bayar tagihan shopee jadi gak bisa",3,positif,negatif,positif
"tampilan yang update jadi lebih modern, tetapi percuma ui bagus tapi ga bisa digunakan fiturnya( selalu eror).",1,positif,negatif,positif
Error' terus,1,negatif,negatif,negatif
"Mohon dibetulkan sistem verifikasi bagian wajah nya, saya sudah berulang kali kedip masa gabisa terus, malah kembali.",4,,positif,positif
"kondisi apk saya saat ini, close overlopping popuss. tidak bisa untuk di akses. bagai mana saya mengatasi nya",3,negatif,negatif,negatif
"Entah security-nya atau gimana, app Byond ini tergolong app banking terpayah yang aku pernah pakai... Loadingnya lambat, interface kalau mau transaksi agak banyak stepnya dibanding app banking lain....",1,negatif,negatif,negatif
"maaf, aku merasa setelah pindah ke byond jadi susah buka e banking. pengingat waktu solat juga sering telat mohon diperbaiki ya",4,,positif,positif
"Kenapa kalau mau log in harus matikan opsi pengembang, sedikit membuat tidak nyaman dan ribet",4,positif,positif,positif
Aplikasi ngecrash terus padahal aplikasi yg lain tidak begitu hadeh,1,,negatif,negatif
"Aplikasi nya sudah bagus, tapi agak sedikit lambat, saran saya itu yang harus di perbaiki sedikit lagi, supaya buka nya lebih cepat, oke dan terimakasih.",5,positif,positif,positif
"nmr hp dah bener (bahkan ada notifikasi SMS banking tiap transaksi) jadi dah pasti bener, nmr rek juga dah bener (di cek di buku rekening berulang-ulang), nmr KTP juga udah bener (dah di cek berulang juga) tapi daftar gagal terus padahal data udah sesuai dengan yang dikirim ke bank BSI atau jangan-jangan admin bank BSI yang salah input jadinya saya gagal terus",1,,negatif,negatif
mau top up shopee pay aja susah,2,,negatif,negatif
pelayanan CS BSI cabang harapan indah mengecewakan,1,,negatif,negatif
terimakasih 🙏🙏,5,,positif,positif
"selalu login kembali disuruh masukkan no atm dan tgl tahun expired dan setelah itu masukin pin padahal pin bener tapi dianggap salah. tolong segera diatasin, kalian bank Indonesia yang usernya dipake banyak dan harus profesional!!",1,,negatif,negatif
tidak begitu banyak membantu.masih enak yg versi lama simpel .mau verivikasi wajah sangat susah gagal terus,2,positif,negatif,positif
susah sekali buat login,1,,negatif,negatif
ini buat kalian yg binggung mau pakai mbangking yg bagus pakai byond bsi ...terbaik..,5,positif,positif,positif
mantap,5,positif,positif,positif
"ribettt jingggg,login doang harus buat atm dan ini itu",1,,negatif,negatif
"ganguan melulu, melulu gangguan",1,negatif,negatif,negatif
capek. puluhan kali gk di verifikasi jg,1,,negatif,negatif
setiap scan wajah selalu force close padahal udah berhasil,1,,negatif,negatif
good,5,,positif,positif
bnyak masalah,1,negatif,negatif,negatif
"Terlalu Rumit, Lupa Pin Harus Perivikasi Wajah,Kedipkan Mata, Geser Kanan, Nggak Bisa Geser Kiri. Lebih Bagus Yang Lama.BSI Mobile.",4,positif,positif,positif
"kenapa disaat saya hendak login selalu saja gagal saya sudah mecobanya lebih dari 10 kali dan hasilnya tetap sama, saya rasa ada kesalahan di bagian verifikasi wajah saya sudah mencobanya berkali2 dan tetap saja gagal, apa solusinya?",1,,negatif,negatif
"Payah, mau bayar kuliah udh h-1 tapi error terus hduhhh mempersulit bgt",1,negatif,negatif,negatif
"apalah udh update malah susah login,mending ke center terdekat ajukan penghapusan bank ga ush pakai bank ini lagi hadueh",2,,negatif,negatif
Tidak bisa registrasi karena kartu debit tidak ada masa aktif (kerjasama corporate) edisi khusus. payahhh,1,negatif,negatif,negatif
makin kesini kok gk bisa masuk ke aplikasi masak 1 bulan 2x tolong di perbaiki lagi... klau sudah baik nnti saya kasih bintang 5,2,positif,negatif,positif
sering eror huhft,3,,negatif,negatif
"tampilan lumayan bagus hanya kenapa setiap bulan ada biaya notifikasi?? biayanya pun di atas 5 ribu. dan setiap bulannya tu naik biaya notifikasi nya,,🙄 .beda dgn aplikasi yg lama. dari pusatnya semoga bisa di hentikan itu biaya notifikasi tiap bulan 🙏",3,positif,negatif,positif
sangat mudah untuk digunakan,5,positif,positif,positif
menye menye kali jadi perusahaan. dikira semua orang bisa download,1,,negatif,negatif
"Tolong dong pihak developer nya kenapa aplikasi byond diperangkat saya, sudah 3 hari tidak bisa login, menu login nya tidak muncul di antar muka aplikasi nya",3,negatif,negatif,negatif
pliis dong di kertosono dibuat Iin ATM biar GK jauh jauh ngambil uangnyaa🙏🙏🙏,3,,negatif,negatif
"yg mau beli emas, pikir dl tenpat cetaknya hanya lokasi tertentu , harus tinggal 0.1 gr di apk",5,,positif,positif
"sebenarnya malas pakai byond. masa udah di masukkan password yang benar terus salah. pas udah dibenerin ke bank, terus mau di aktifkan lagi, tetap salah, katanya tidak valid. ah pusing kepala",2,,negatif,negatif
"Loading utk buka pertama agak lama, Untuk transaksi masuk ga ada info masuknya dari siapa dan nomor rekening. Masih lebih baik aplikasi BSI sebelumnya. Kalau update itu. Apa yg SDH ada sebelumnya jangan di hilangkan seharusnya ditambah lagi jadi lebih baik. Tolong diperbaiki ya biar nasabah tau identitas laporan masuknya dari siapa saja. Terimakasih. 06/05/25. buka masih lemot. meskipun jaringan agak lambat masih lebih baik aplikasi BSI sblmnya. lebih cepat di bukanya. sehrsnya jadi lebih baik?",2,positif,negatif,positif
udh bbrpa kali saldoku tiba-tiba ilang. ga besar tp ttep aj itu hak aku,2,,negatif,negatif
kenapa tidak bisa menampilkan riwayat keluar & masuknya uang,3,negatif,negatif,negatif
"apk rusak, bayangin kita mau daftar rekening tapi udah berhari hari kode otp ga masuk, terus data rekening udh bner masa masih aja salah?",1,,negatif,negatif
eror,1,,negatif,negatif
"memasukan pin benar malah di anggap salahh ,mending pakek BSI MOBILE saja tidak Ribet",1,negatif,negatif,negatif
"kenapa transfer dari bank BCA sudah berhasil, tapi saldonya ga masuk ke rekening BSI saya.. apk apaan ini, sering terjadi eror..",1,,negatif,negatif
"mohon tambahkan menu rekening koran tanggal bulan berjalan, jadi tidak harus menunggu tutup buku per bulan",3,,negatif,negatif
alhamdulillah sudah bisa verifikasi.. buat admin/Dev terimakasih sudah merespon pesan saya sebelumnya.. keren aplikasinya.. 🙏🙏👍👍 semoga tambah keren untuk kedepannya.. ✌✌👏👏,5,positif,positif,positif
Bagus,5,positif,positif,positif
Tampilan bagus Tambahan menu untuk transaksi bagus Perlu adanya pilihan pengaturan notifikasi biar tidak bersamaan dgn app lain yg sdh lama terinstal loading awal lebih lama dr app sebelumnya,4,positif,positif,positif
saya mulai tapi tampaknya bagus,5,positif,positif,positif
aplikasi sering gangguan,1,negatif,negatif,negatif
ganti ke BSI mobile ajha. lambat x,1,negatif,negatif,negatif
"tolong dong,udh brp bulan ini setiap mau TF atau top up selalu gabisa pasti ada bacaan close overlaping popups,makasih",5,,positif,positif
enak,5,,positif,positif
"terlalu banyak bug , keluar sendiri",2,negatif,negatif,negatif
"kenapa gak bisa login ke BYOND BSI kalaupun bisa login harus nunggu lama, sekarang aja gak bisa login",3,,negatif,negatif
ok,5,,positif,positif
"masalah close overlapping popups, eror, bagaimana ini aplikasinya? aplikasi BSI mobile nya GK bisa dipake, ini jg tidak bisa",1,negatif,negatif,negatif
ngak tau lah login aja susah,2,,negatif,negatif
"Cukup kata 👍👍👍👍👍 Semoga BYOND by BSI di Tingkatkan Lagi, di Pemilihan Kartu, Ada Kartu Atm VISA Trima Kasih",5,,positif,positif
sistem keamanan di BSI sangat lemah. saya hampir kena tipu sama orang yg ngaku call center BSI. darimana dia dapat nomor hp saya? saya sudah hubungi call center BSI langsung. dan dia cuma jawab. segala sesuatu yg mengatasnamakan BSI tanpa centang biru itu bukan BSI. Meskipun dia nawarkan utk non aktifkan rekeningnya apa tidak? maksudnya ga ada tindakan lain gitu. supaya nasabah merasa aman dan nyaman simpan uang di BSI. cari pelakunya kek. upgrade sistemnya supaya lebih aman.,3,positif,negatif,positif
kenapa sekarang BYOND saya tidak bisa meng Top-up ke shopeepay atau gopay,1,negatif,negatif,negatif
"payah, maintenance ga bilang2 mau transaksi jadi sulid",1,,negatif,negatif
aplikasi m banking paling lelet,1,,negatif,negatif
"aplikasi mau siang, malam, pagi susah banget buka nya kebayakan error nya mending apk yang dulu nya lbh enak ngga eror """,1,negatif,negatif,negatif
sangat bagus dan membantu transaksi setiap saat,5,positif,positif,positif
Lemot dan lama saat akan buka aplikasinya🤐 malahan sampai tidak bisa masuk..,2,negatif,negatif,negatif
"ini gmn c aplikasinya knp email g BS d isi otomatis, tapi pas Qt mo buka email kudu isi dr awal lagi, najis",1,,negatif,negatif
Sdh bisa berjalan normal,5,,positif,positif
Masa kembalikan saldo orang harus 5 hari kerja ? Laba gede buat beli system yg bener ngapa...,3,,negatif,negatif
